image_name,x_min,y_min,x_max,y_max,conf,class
img_2636.jpg,1700.8272705078125,1410.91943359375,2020.7828369140625,1688.81884765625,0.8562822341918945,2.0
img_2636.jpg,246.6841583251953,1341.5726318359375,837.9970092773438,1680.1341552734375,0.7086496353149414,2.0
img_2636.jpg,0.6869544982910156,1364.233642578125,301.2352294921875,1658.09814453125,0.6744104027748108,2.0
img_2636.jpg,618.095947265625,1348.3804931640625,925.7827758789062,1602.99853515625,0.46661871671676636,2.0
img_2480.jpg,1587.463623046875,1141.2264404296875,2211.38623046875,1652.953125,0.9116909503936768,2.0
img_2480.jpg,348.94952392578125,1071.1826171875,1531.826904296875,1732.1805419921875,0.8917471170425415,2.0
img_2480.jpg,3408.51025390625,1150.891357421875,4031.810302734375,1633.3106689453125,0.8604691028594971,2.0
img_2480.jpg,1.3927574157714844,1069.705810546875,781.8362426757812,1658.1964111328125,0.7798294425010681,2.0
img_2480.jpg,2664.80615234375,1098.7940673828125,2885.619140625,1246.374755859375,0.639590322971344,2.0
img_2440.jpg,1646.97412109375,1290.3760986328125,2072.35107421875,1677.91357421875,0.8071320056915283,2.0
img_2440.jpg,3399.939697265625,1378.775390625,4025.333251953125,1634.1929931640625,0.6889415979385376,2.0
img_2440.jpg,3299.971435546875,1363.4102783203125,3712.170166015625,1557.379150390625,0.42586570978164673,2.0
img_2787.jpg,1409.4329833984375,1092.414794921875,2373.970703125,1941.8853759765625,0.9100455045700073,2.0
img_2787.jpg,2443.43505859375,981.32177734375,3960.137939453125,1686.437255859375,0.9050014019012451,2.0
img_2787.jpg,2210.272216796875,1090.73583984375,2566.24755859375,1262.4908447265625,0.568629801273346,2.0
img_2787.jpg,972.233154296875,1224.4725341796875,1261.1114501953125,1319.98193359375,0.3560674488544464,2.0
img_2319.jpg,1433.4766845703125,1163.7388916015625,2536.573486328125,2095.87451171875,0.9068291783332825,2.0
img_2319.jpg,2580.7275390625,1246.2042236328125,3764.801513671875,1984.3466796875,0.9014993906021118,2.0
img_2319.jpg,0.4499931335449219,1271.9561767578125,838.4619750976562,1980.31640625,0.8923218846321106,2.0
img_2795.jpg,1756.41259765625,1319.6422119140625,2145.18798828125,1681.4686279296875,0.8451553583145142,2.0
img_2795.jpg,2407.87841796875,1295.8253173828125,2857.818603515625,1536.283935546875,0.35444286465644836,2.0
img_2708.jpg,1451.861083984375,1217.45947265625,2080.99072265625,1724.529052734375,0.9126508235931396,2.0
img_2708.jpg,2549.71728515625,1256.8768310546875,3017.029541015625,1451.8023681640625,0.8329001665115356,2.0
img_2708.jpg,0.0,1199.936767578125,802.7958984375,1733.2559814453125,0.8028950095176697,2.0
img_2676.heic,1707.3582763671875,1155.2501220703125,2186.7138671875,1569.771240234375,0.7629268169403076,2.0
img_2676.heic,4.898443222045898,1064.8709716796875,287.190185546875,1252.5592041015625,0.30364543199539185,2.0
img_1899.jpg,3385.141845703125,1371.69384765625,4028.993408203125,1678.91748046875,0.8322809934616089,2.0
img_1899.jpg,1634.6903076171875,1408.3802490234375,2127.7578125,1791.962646484375,0.7895708680152893,2.0
img_1899.jpg,463.3799133300781,1368.4581298828125,878.2540283203125,1535.014404296875,0.7281970977783203,2.0
img_1899.jpg,262.6656188964844,1372.0478515625,468.7324523925781,1490.183837890625,0.39032238721847534,2.0
img_1899.jpg,5.603344917297363,1387.9503173828125,260.3441162109375,1508.9581298828125,0.36289989948272705,2.0
img_1899.jpg,949.7084350585938,1377.7803955078125,1114.13525390625,1476.8441162109375,0.34341973066329956,2.0
img_2476.jpg,1474.64013671875,1206.0921630859375,2289.93603515625,1881.0198974609375,0.9084030389785767,2.0
img_2476.jpg,3718.39453125,1223.1060791015625,4030.242919921875,1502.04296875,0.6871277689933777,2.0
img_2687.heic,1753.29345703125,1246.1668701171875,2249.636474609375,1675.219482421875,0.8691954612731934,2.0
img_2687.heic,2498.423583984375,1239.1119384765625,3202.86376953125,1639.2469482421875,0.7152520418167114,2.0
img_2742.jpg,1623.1719970703125,1438.89892578125,2062.273681640625,1791.373291015625,0.8953841924667358,2.0
img_1600.jpg,1122.9595947265625,1167.01171875,3021.628662109375,2706.17431640625,0.8794196248054504,2.0
img_1600.jpg,526.935302734375,1133.72802734375,1420.773681640625,1757.805908203125,0.7906503677368164,2.0
img_2520.jpg,2467.71044921875,1019.296142578125,4030.425048828125,2465.28564453125,0.9361586570739746,2.0
img_2520.jpg,2.7334671020507812,996.9340209960938,478.2445068359375,1568.9893798828125,0.916212260723114,2.0
img_2520.jpg,1221.1409912109375,946.7673950195312,2517.47412109375,2018.8028564453125,0.9045226573944092,2.0
img_2688.heic,1766.144775390625,1193.65380859375,2331.5146484375,1659.3780517578125,0.8674433827400208,2.0
img_2688.heic,2593.82177734375,1161.7601318359375,3410.806396484375,1630.943359375,0.7124481797218323,2.0
img_2429.jpg,1432.063720703125,971.3270874023438,2420.986083984375,1909.324951171875,0.8411264419555664,2.0
img_1835.jpg,1479.005615234375,1297.2581787109375,2326.175537109375,2002.234130859375,0.8917756676673889,2.0
img_1835.jpg,2555.487548828125,1217.5994873046875,4026.18212890625,2545.5712890625,0.6461158990859985,2.0
img_1835.jpg,3812.323486328125,1348.0882568359375,4030.501953125,1542.3885498046875,0.42892783880233765,2.0
img_2763.jpg,1649.719970703125,1277.267578125,2131.03955078125,1685.158447265625,0.8136821389198303,2.0
img_2568.jpg,1443.8621826171875,1198.587646484375,2253.919677734375,1911.5572509765625,0.8244508504867554,2.0
img_2533.jpg,2311.525390625,1127.6888427734375,3666.815185546875,1954.4708251953125,0.926774263381958,2.0
img_2533.jpg,0.0,1121.047607421875,783.5844116210938,1783.4609375,0.9030614495277405,2.0
img_2533.jpg,1476.673095703125,1104.1279296875,2278.99462890625,1797.466796875,0.8985024690628052,2.0
img_1854.jpg,1519.031005859375,1269.796142578125,2176.197509765625,1802.873291015625,0.894593358039856,2.0
img_2734.heic,1677.726318359375,1159.5816650390625,2324.45849609375,1680.067138671875,0.8830402493476868,2.0
